lon,lat,elev,agebp,tanom_jja,tanom_jja_er
-10.308333,52.2,84,-120,0,0
-10.308333,52.2,84,-70,0,0
-10.308333,52.2,84,-30,0,0
-10.308333,52.2,84,-10,0,0
-10.308333,52.2,84,0,0,0
-10.308333,52.2,84,557.75,3,3.19821
-10.308333,52.2,84,752.34,-0.2625,1.21765
-10.308333,52.2,84,974.61,-0.375,1.06603
-10.308333,52.2,84,1502.19,0.462501,1.20705
-10.308333,52.2,84,1807.5,0.725,2.50357
-10.308333,52.2,84,2140.49,-0.237499,1.83064
-10.308333,52.2,84,2501.16,0.0250006,1.89793
-10.308333,52.2,84,2889.51,0.337501,1.32443
-10.308333,52.2,84,3305.54,-0.174999,0.572588
-10.308333,52.2,84,3523.93,0.3625,1.76225
-10.308333,52.2,84,3749.25,1.6375,1.56108
-10.308333,52.2,84,3981.48,1.175,1.96886
-10.308333,52.2,84,4220.64,1.675,1.99051
-10.308333,52.2,84,4466.71,0.587501,1.56154
-10.308333,52.2,84,4719.71,1,1.65702
-10.308333,52.2,84,4979.62,2.3375,1.20349
-10.308333,52.2,84,5246.46,2.0625,1.72373
-10.308333,52.2,84,5520.21,2.0375,1.72124
-10.308333,52.2,84,5800.89,2.2,1.59194
-10.308333,52.2,84,6088.48,2.1,1.31149
-10.308333,52.2,84,6383,2.15,1.96759
-10.308333,52.2,84,6684.43,1.5125,2.05387
-10.308333,52.2,84,6992.79,1.375,1.34881
-10.308333,52.2,84,7308.06,2.9,1.03372
-10.308333,52.2,84,7630.26,2.3875,1.67113
-10.308333,52.2,84,7959.37,2.475,0.692305
-10.308333,52.2,84,8295.41,2.825,1.0471
-10.308333,52.2,84,8812.43,2.025,1.439
-10.308333,52.2,84,9345.03,2.7,0.975412
-10.308333,52.2,84,9708.75,2.475,0.580025
-10.308333,52.2,84,10079.4,2.3,0.595219
-10.308333,52.2,84,10456.9,2.3,0.595219
-10.308333,52.2,84,10648.3,2.4375,0.534355
-10.308333,52.2,84,10841.4,1.4125,2.6123
-10.308333,52.2,84,11036.2,1.975,1.06603
-10.308333,52.2,84,11431.1,-5.6875,2.26995
-10.308333,52.2,84,11631.1,3.1125,1.11923
-9.6,54.25,60,-120,0,0
-9.6,54.25,60,-70,0,0
-9.6,54.25,60,-30,0,0
-9.6,54.25,60,-10,0,0
-9.6,54.25,60,0,0,0
-9.6,54.25,60,2838.3,2.0875,1.25178
-9.6,54.25,60,3015.69,2.225,1.29146
-9.6,54.25,60,3193.09,1.55,1.39591
-9.6,54.25,60,3370.48,0.775001,1.17199
-9.6,54.25,60,3547.88,0.4125,1.30213
-9.6,54.25,60,3725.27,2.075,1.1622
-9.6,54.25,60,3760.75,2.025,1.11451
-9.6,54.25,60,3902.66,2.0125,2.05387
-9.6,54.25,60,4452.59,2.3875,2.18465
-9.6,54.25,60,4612.24,3.225,1.614
-9.6,54.25,60,4789.63,0.875,1.13986
-9.6,54.25,60,4967.03,2.0875,1.64442
-9.6,54.25,60,5144.42,2.1875,1.23917
-9.6,54.25,60,5321.82,1.9,1.23751
-9.6,54.25,60,5499.21,1.925,1.92929
-9.6,54.25,60,5676.6,3.025,1.93003
-9.6,54.25,60,5854,1.85,1.29173
-9.6,54.25,60,6226.53,1.6,1.17595
-9.6,54.25,60,6386.18,2.4125,2.12901
-9.6,54.25,60,6563.57,2.675,1.98116
-9.6,54.25,60,6740.97,2.3875,2.09519
-9.6,54.25,60,6918.36,3.0875,1.65567
-9.6,54.25,60,7095.76,1.925,1.92929
-9.6,54.25,60,7273.15,2.5375,1.44809
-9.6,54.25,60,7450.54,2.175,1.99051
-9.6,54.25,60,7627.94,3.2,0.855236
-9.6,54.25,60,7805.33,2.8875,1.57248
-9.6,54.25,60,8160.12,2.975,1.61134
-9.6,54.25,60,8337.51,3.3625,0.848423
-9.6,54.25,60,8514.91,3.725,0.897218
-9.6,54.25,60,8692.3,4.875,4.99421
-9.6,54.25,60,8869.7,5.1,4.91121
-9.6,54.25,60,9047.09,2.45,0.840068
-9.6,54.25,60,9224.48,1.125,0.825919
-9.6,54.25,60,9401.88,2.7375,1.2409
-9.6,54.25,60,9774.41,0.425,0.673477
-9.6,54.25,60,9934.06,0.275001,0.606512
-9.6,54.25,60,10111.5,-1.4,2.98041
-9.6,54.25,60,10288.8,0.225,2.08994
-9.6,54.25,60,10466.2,0.525001,2.99845
-9.6,54.25,60,10643.6,0.7375,1.95151
-9.6,54.25,60,10821,1.6625,1.28945
-9.6,54.25,60,10998.4,-0.9,3.00903
-9.6,54.25,60,11175.8,-0.25,4.76595
-9.6,54.25,60,11353.2,2.6125,1.43869
-9.516667,52.016667,30,-120,0,0
-9.516667,52.016667,30,-70,0,0
-9.516667,52.016667,30,-30,0,0
-9.516667,52.016667,30,-10,0,0
-9.516667,52.016667,30,0,0,0
-9.516667,52.016667,30,645.62,0.775,0.906721
-9.516667,52.016667,30,807.03,0.775,1.54712
-9.516667,52.016667,30,968.43,1.025,1.78706
-9.516667,52.016667,30,1129.84,-0.125,1.29146
-9.516667,52.016667,30,1291.25,0.349999,1.90113
-9.516667,52.016667,30,1452.65,0.2625,1.83454
-9.516667,52.016667,30,1614.06,0.1875,1.80273
-9.516667,52.016667,30,1775.46,0.875,1.70859
-9.516667,52.016667,30,1936.87,0.287499,0.928036
-9.516667,52.016667,30,2098.28,0.0374994,0.815804
-9.516667,52.016667,30,2259.68,0.0124998,0.813173
-9.516667,52.016667,30,2421.09,0.724999,1.02644
-9.516667,52.016667,30,2582.5,0.849999,1.01278
-9.516667,52.016667,30,2743.9,0.9,1.1808
-9.516667,52.016667,30,2905.31,0.162499,1.32658
-9.516667,52.016667,30,3066.71,0.849999,0.846843
-9.516667,52.016667,30,3228.12,0.7,1.13137
-9.516667,52.016667,30,3389.53,0.737499,1.39585
-9.516667,52.016667,30,3550.93,0.5875,1.24836
-9.516667,52.016667,30,3712.34,0.787499,0.974588
-9.516667,52.016667,30,3873.75,1.05,1.00712
-9.516667,52.016667,30,4035.15,0.7625,1.11475
-9.516667,52.016667,30,4196.56,2.3125,1.44265
-9.516667,52.016667,30,4357.96,1.8125,1.41263
-9.516667,52.016667,30,4519.37,1.8125,1.41263
-9.516667,52.016667,30,4680.78,1.175,1.62547
-9.516667,52.016667,30,4842.18,0.737499,1.32227
-9.516667,52.016667,30,5003.59,1.1875,1.78601
-9.516667,52.016667,30,5165,1.175,1.46165
-9.516667,52.016667,30,5387.91,1.0125,1.32065
-9.516667,52.016667,30,6279.58,1.5875,1.3357
-9.516667,52.016667,30,6725.41,1.9375,1.046
-9.516667,52.016667,30,7171.25,2.3875,0.264237
-9.516667,52.016667,30,7394.16,2.2375,0.590248
-9.516667,52.016667,30,7617.08,1.625,1.25328
-9.516667,52.016667,30,7840,1.675,1.58902
-9.516667,52.016667,30,7963.55,2.2375,0.590248
-9.516667,52.016667,30,8025.32,2.0875,1.31956
-9.516667,52.016667,30,8087.1,1.7375,1.62211
-9.516667,52.016667,30,8210.65,1.5375,1.60262
-9.516667,52.016667,30,8457.76,2.025,1.10162
-9.516667,52.016667,30,8519.53,1.7,1.79205
-9.516667,52.016667,30,8581.31,1.95,1.35013
-9.516667,52.016667,30,8643.09,2.425,0.810203
-9.516667,52.016667,30,8704.86,1.9625,1.35218
-9.516667,52.016667,30,8766.64,1.9125,1.29773
-9.516667,52.016667,30,8828.42,2.4375,0.807001
-9.516667,52.016667,30,8890.19,2.4375,0.807001
-9.516667,52.016667,30,8951.97,1.8875,1.17039
-9.516667,52.016667,30,9013.75,2.125,1.52104
-9.516667,52.016667,30,9075.52,1.625,1.19134
-9.516667,52.016667,30,9137.3,2.0875,1.35376
-9.516667,52.016667,30,9199.07,2,0.824621
-9.516667,52.016667,30,9260.85,2,0.824621
-9.516667,52.016667,30,9322.63,4.125,4.85909
-9.516667,52.016667,30,9384.4,2.2,1.36067
-9.516667,52.016667,30,9507.96,4.0625,4.84766
-9.516667,52.016667,30,9569.73,1.3625,1.16611
-9.516667,52.016667,30,9631.51,0.5,1.14642
-9.516667,52.016667,30,9693.28,0.7,2.11322
-9.516667,52.016667,30,9755.06,0.5,1.94422
-9.516667,52.016667,30,9816.84,0.3125,1.69237
-9.516667,52.016667,30,9878.61,1.5375,1.2772
-9.516667,52.016667,30,9940.39,0.3125,2.18268
-9.516667,52.016667,30,10002.2,0.412499,2.00815
-9.516667,52.016667,30,10063.9,-0.6,1.07571
-9.516667,52.016667,30,10125.7,-1.4625,2.65434
-9.516667,52.016667,30,10187.5,-0.400001,1.04608
-9.516667,52.016667,30,10249.3,-1.7875,2.43981
-9.516667,52.016667,30,10311,-3.2625,2.69547
-9.516667,52.016667,30,10372.8,-1.7125,2.55815
-9.516667,52.016667,30,10434.6,-3.2875,3.17555
-9.516667,52.016667,30,10558.2,2.7625,1.42722
-9.516667,52.016667,30,10619.9,0.5125,3.07406
-9.516667,52.016667,30,10681.7,0.25,4.81634
-9.516667,52.016667,30,10712.6,-2.6125,3.46139
-9.516667,52.016667,30,10743.5,0.924999,4.35947
-9.516667,52.016667,30,10774.4,-2.625,4.49976
-9.516667,52.016667,30,10805.3,-1.1625,4.91119
-9.516667,52.016667,30,10867,3.5125,1.38506
-9.516667,52.016667,30,10928.8,2.275,1.67907
-9.516667,52.016667,30,10990.6,2.2625,0.945572
-9.516667,52.016667,30,11052.4,2.55,1.56479
-9.516667,52.016667,30,11114.1,2.5375,1.26145
-9.516667,52.016667,30,11175.9,1.9,0.987059
-9.516667,52.016667,30,11237.7,2.525,1.57457
-9.516667,52.016667,30,11299.5,1.75,1.93095
-9.516667,52.016667,30,11361.2,1.0125,1.80984
-9.516667,52.016667,30,11423,0.974999,1.86682
-9.516667,52.016667,30,11484.8,0.65,1.9705
-9.516667,52.016667,30,11546.6,2.375,0.582482
-9.516667,52.016667,30,11608.3,-1,3.34023
-9.516667,52.016667,30,11670.1,2.2125,0.928036
-9.516667,52.016667,30,11731.9,-1.95,2.47963
-9.516667,52.016667,30,11793.7,-0.212501,3.1715
-9.516667,52.016667,30,11855.5,-1.65,2.67902
-9.516667,52.016667,30,11917.2,2.05,0.824621
-9.516667,52.016667,30,11979,0.5125,2.63354
-9.516667,52.016667,30,12040.8,-1.1875,2.52102
-9.516667,52.016667,30,12102.6,-1.1875,2.52102
-9.516667,52.016667,30,12164.3,-1.1875,2.52102
-9.516667,52.016667,30,12226.1,1.125,2.72384
-9.516667,52.016667,30,12349.7,-1.1875,2.52102
-9.516667,52.016667,30,12411.4,0.362499,3.10204
-9.516667,52.016667,30,12473.2,-0.4375,4.3101
-9.416667,52.016667,60,-120,0,0
-9.416667,52.016667,60,-70,0,0
-9.416667,52.016667,60,-30,0,0
-9.416667,52.016667,60,-10,0,0
-9.416667,52.016667,60,0,0,0
-9.416667,52.016667,60,644,1.0375,1.49374
-9.416667,52.016667,60,670.8,1.325,1.75886
-9.416667,52.016667,60,697.6,0.4,0.991392
-9.416667,52.016667,60,724.4,0.4125,0.899901
-9.416667,52.016667,60,764.6,-0.975,1.76696
-9.416667,52.016667,60,804.8,-1.225,1.42503
-9.416667,52.016667,60,845,-0.5125,1.0829
-9.416667,52.016667,60,871.8,-0.1375,1.20705
-9.416667,52.016667,60,912,0.0375004,1.18193
-9.416667,52.016667,60,979,0.7625,0.941029
-9.416667,52.016667,60,1046,-0.4125,1.28223
-9.416667,52.016667,60,1453.75,0.975,1.09251
-9.416667,52.016667,60,1727.5,1.15,1.42328
-9.416667,52.016667,60,2056,-0.85,0.618755
-9.416667,52.016667,60,2275,-0.225,1.62283
-9.416667,52.016667,60,2445.51,1,0.755929
-9.416667,52.016667,60,2616.02,1.2625,1.48703
-9.416667,52.016667,60,3127.56,-0.0124998,1.62167
-9.416667,52.016667,60,3553.84,2.475,3.05275
-9.416667,52.016667,60,4576.92,1.7375,1.20349
-9.416667,52.016667,60,5600,1.3625,1.53338
-9.416667,52.016667,60,6537.82,1.2,1.7213
-9.416667,52.016667,60,7390.38,1.425,1.93815
-9.144444,38.573611,70,-120,0,0
-9.144444,38.573611,70,-70,0,0
-9.144444,38.573611,70,-30,0,0
-9.144444,38.573611,70,-10,0,0
-9.144444,38.573611,70,0,-0.375,2.90799
-9.144444,38.573611,70,0,0,0
-9.144444,38.573611,70,176,-4.525,3.20702
-9.144444,38.573611,70,339,-4.675,3.31738
-9.144444,38.573611,70,422,-0.862499,3.77016
-9.144444,38.573611,70,489,0.6,3.64613
-9.144444,38.573611,70,551,-2.45,3.98963
-9.144444,38.573611,70,603,-0.574999,3.89349
-9.144444,38.573611,70,632,2.0625,2.0928
-9.144444,38.573611,70,690,-2.45,3.98963
-9.144444,38.573611,70,776,-3.0375,3.60949
-9.144444,38.573611,70,805,-0.6625,3.8359
-9.144444,38.573611,70,839,-1.6375,3.26625
-9.144444,38.573611,70,885,0.6,3.64613
-9.144444,38.573611,70,938,1.5875,2.56985
-9.144444,38.573611,70,990,1.425,2.72121
-9.144444,38.573611,70,1042,1.025,2.34688
-9.144444,38.573611,70,1096,-1.35,3.32351
-9.144444,38.573611,70,1150,-2.7875,3.16744
-9.144444,38.573611,70,1201,-1.8125,3.06008
-9.144444,38.573611,70,1253,-1.75,3.47481
-9.144444,38.573611,70,1299,-0.3125,3.56749
-9.144444,38.573611,70,1338,1.9125,1.52638
-9.144444,38.573611,70,1376,-3.6625,2.56233
-9.144444,38.573611,70,1415,-1.625,3.49847
-9.144444,38.573611,70,1453,-0.4625,3.58845
-9.144444,38.573611,70,1491,-1.9125,2.63571
-9.144444,38.573611,70,1530,0.575001,3.35165
-9.144444,38.573611,70,1645,-1.325,2.41232
-9.144444,38.573611,70,1818,-1.275,2.51098
-9.144444,38.573611,70,1864,0.425001,3.70087
-9.144444,38.573611,70,1910,-0.0625,2.98995
-9.144444,38.573611,70,1952,0.875,3.75452
-9.144444,38.573611,70,2067,-2.65,3.86929
-9.144444,38.573611,70,2106,-3.5125,3.20778
-9.144444,38.573611,70,2144,-2.0375,2.97126
-9.144444,38.573611,70,2221,-1.2125,2.66374
-9.144444,38.573611,70,2259,-1.525,2.72489
-9.144444,38.573611,70,2300,-4.8875,2.84928
-9.144444,38.573611,70,2344,-3.5625,2.56344
-9.144444,38.573611,70,2388,-1.6,2.6208
-9.144444,38.573611,70,2430,-2.8,3.54723
-9.144444,38.573611,70,2472,-2.1875,3.03336
-9.144444,38.573611,70,2517,-3.675,2.76496
-9.144444,38.573611,70,2561,-2.375,3.2429
-9.144444,38.573611,70,2603,-2.9,3.53068
-9.144444,38.573611,70,2682,-2.775,3.46647
-9.144444,38.573611,70,2951,-1.9875,3.00734
-9.144444,38.573611,70,3152,1.3,1.96832
-9.144444,38.573611,70,3354,-1.45,2.50884
-9.144444,38.573611,70,3517,0.1625,3.13958
-9.144444,38.573611,70,3699,-0.525,3.16126
-9.144444,38.573611,70,3939,-1.725,3.80704
-9.144444,38.573611,70,4131,-2.075,3.01034
-9.144444,38.573611,70,4371,-3.7125,3.79151
-9.144444,38.573611,70,4573,-5.375,2.02326
-9.144444,38.573611,70,4765,-5.7125,2.14971
-9.144444,38.573611,70,4995,-4.4375,2.25765
-9.144444,38.573611,70,5255,-4.6,1.90413
-9.144444,38.573611,70,5475,-4.2,3.25313
-9.144444,38.573611,70,5667,-4.5875,1.91866
-9.144444,38.573611,70,5869,-5.4125,1.92461
-9.144444,38.573611,70,6090,-4.4375,2.25765
-9.144444,38.573611,70,6311,-5.8375,2.11115
-9.144444,38.573611,70,6531,-5.8375,2.11115
-9.144444,38.573611,70,6743,-2.65,1.68608
-9.144444,38.573611,70,6954,-4.1,2.44131
-9.144444,38.573611,70,7203,-4.5375,2.84702
-9.144444,38.573611,70,7434,-5.725,2.32241
-9.144444,38.573611,70,7645,-3.7125,2.79358
-9.144444,38.573611,70,7866,-5.5625,2.22321
-9.144444,38.573611,70,7991,-4.3875,1.49613
-9.138889,38.524722,2,-120,0,0
-9.138889,38.524722,2,-70,0,0
-9.138889,38.524722,2,-30,0,0
-9.138889,38.524722,2,-10,0,0
-9.138889,38.524722,2,0,0,0
-9.138889,38.524722,2,16,-0.775,2.87737
-9.138889,38.524722,2,32,-1.9875,2.21775
-9.138889,38.524722,2,63,-0.300001,3.60674
-9.138889,38.524722,2,95,-0.75,2.71451
-9.138889,38.524722,2,127,0.75,2.83045
-9.138889,38.524722,2,174,-0.862501,3.38481
-9.138889,38.524722,2,222,-0.75,3.34023
-9.138889,38.524722,2,254,0.612499,2.82663
-9.138889,38.524722,2,285,0.174999,3.24907
-9.138889,38.524722,2,317,-1.6125,3.66272
-9.138889,38.524722,2,380,-4.85,1.17473
-9.138889,38.524722,2,412,-1.95,3.56931
-9.138889,38.524722,2,444,-3.3625,3.14049
-9.138889,38.524722,2,476,-3.8875,3.31983
-9.138889,38.524722,2,507,-0.862501,3.64376
-9.138889,38.524722,2,539,-5.3875,0.864271
-9.138889,38.524722,2,555,-3.675,2.84592
-9.138889,38.524722,2,3641,-3.9875,2.8347
-9.138889,38.524722,2,3913,-3.3,3.27676
-9.138889,38.524722,2,4186,-0.3125,2.6883
-9.138889,38.524722,2,6363,-0.9375,3.9641
-9.138889,38.524722,2,6636,-3.275,3.3337
-9.135,38.560556,70,-120,0,0
-9.135,38.560556,70,-70,0,0
-9.135,38.560556,70,-30,0,0
-9.135,38.560556,70,-10,0,0
-9.135,38.560556,70,0,-0.862499,3.39955
-9.135,38.560556,70,0,0,0
-9.135,38.560556,70,136,1.025,3.17929
-9.135,38.560556,70,256,-2.7125,3.40102
-9.135,38.560556,70,307,-2.1375,3.87517
-9.135,38.560556,70,478,-1.8125,3.97688
-9.135,38.560556,70,563,-3.9375,1.36898
-9.135,38.560556,70,648,-3.7125,2.79358
-9.135,38.560556,70,785,0.6625,2.97366
-9.135,38.560556,70,819,-4.1125,3.41737
-9.135,38.560556,70,989,-3.95,1.37737
-9.135,38.560556,70,1160,-4.475,1.75886
-9.135,38.560556,70,1453,-3.7375,2.46051
-9.135,38.560556,70,1661,-3.35,1.91237
-9.135,38.560556,70,1869,-4.475,1.75886
-9.135,38.560556,70,2077,-4.425,1.74417
-9.135,38.560556,70,2285,-4.0625,2.61694
-9.135,38.560556,70,2701,-3.6875,2.31111
-9.135,38.560556,70,3117,-4.5375,1.79279
-9.135,38.560556,70,3533,-3.2375,2.68431
-9.135,38.560556,70,3780,-4.4125,1.63745
-9.135,38.560556,70,8398,-1.025,3.30962
-9.135,38.560556,70,9198,-4.2875,3.86613
-9.135,38.560556,70,10024,-5.3625,3.37763
-9.135,38.560556,70,10650,-4.375,4.05489
-9.135,38.560556,70,10850,-4.425,3.94634
-9.135,38.560556,70,10903,-4.525,2.00909
-9.135,38.560556,70,11097,-5.0625,2.33357
-9.135,38.560556,70,11263,-4.975,3.8224
-9.135,38.560556,70,11291,-4.0125,3.63217
-9.135,38.560556,70,11485,-4.5125,2.41864
-9.135,38.560556,70,11680,-4.8875,3.05167
-9.135,38.560556,70,11952,-7.2875,2.44858
-9.135,38.560556,70,12321,-7.5625,3.87849
-9.047222,32.745,1,5836,-1.35,2.60329
-8.845833,37.979167,5,-120,0,0
-8.845833,37.979167,5,-70,0,0
-8.845833,37.979167,5,-30,0,0
-8.845833,37.979167,5,-10,0,0
-8.845833,37.979167,5,0,0,0
-8.845833,37.979167,5,1617,-2.6625,3.4492
-8.845833,37.979167,5,1719,1.3,1.49762
-8.845833,37.979167,5,1827,-0.574999,3.32512
-8.845833,37.979167,5,1934,-0.799999,3.23817
-8.845833,37.979167,5,2042,-2.9,1.97412
-8.845833,37.979167,5,2150,-2.775,3.03021
-8.845833,37.979167,5,2258,-0.0124989,2.96621
-8.845833,37.979167,5,2365,-0.637499,3.75269
-8.845833,37.979167,5,2473,-1.45,3.2846
-8.845833,37.979167,5,2581,-0.887499,3.988
-8.845833,37.979167,5,2797,-0.7125,3.05962
-8.845833,37.979167,5,3012,-4.0125,3.20956
-8.845833,37.979167,5,3120,-0.862499,3.26625
-8.845833,37.979167,5,3335,-3.85,2.72344
-8.845833,37.979167,5,3414,-3.1,3.1758
-8.845833,37.979167,5,3556,-4.8125,1.8894
-8.845833,37.979167,5,3592,-4.9,0.77275
-8.845833,37.979167,5,3669,-3.7125,2.23762
-8.845833,37.979167,5,3716,-4.375,2.08241
-8.845833,37.979167,5,3811,-3.275,3.89899
-8.845833,37.979167,5,3858,-2.3625,3.29022
-8.845833,37.979167,5,3906,-5.65,2.56849
-8.845833,37.979167,5,4095,-1.375,3.58319
-8.845833,37.979167,5,4143,-2.525,2.87439
-8.845833,37.979167,5,4190,0.5875,2.69573
-8.845833,37.979167,5,4237,-1.475,3.92965
-8.845833,37.979167,5,4379,-2.3875,3.15569
-8.845833,37.979167,5,4417,-0.725,3.52045
-8.845833,37.979167,5,4573,-1.4875,3.43197
-8.845833,37.979167,5,4687,-2.65,3.93265
-8.845833,37.979167,5,4744,-0.75,3.91006
-8.845833,37.979167,5,4801,-3.0875,2.76066
-8.845833,37.979167,5,4858,-1.1625,3.03547
-8.845833,37.979167,5,4915,-2.25,2.69709
-8.845833,37.979167,5,4972,-3.7375,2.01844
-8.845833,37.979167,5,5029,-1.475,3.24907
-8.845833,37.979167,5,5086,-2.8625,2.69441
-8.845833,37.979167,5,5143,-2.7625,2.38204
-8.845833,37.979167,5,5200,-3.85,2.72344
-8.845833,37.979167,5,5257,-2.2375,2.59171
-8.845833,37.979167,5,5314,-4.775,1.85607
-8.845833,37.979167,5,5371,-2.625,2.36628
-8.845833,37.979167,5,5428,-3.25,2.79847
-8.845833,37.979167,5,5485,-3.9,1.99857
-8.845833,37.979167,5,5542,-3.2625,2.13671
-8.845833,37.979167,5,5599,-3.0375,3.13092
-8.845833,37.979167,5,5656,-2.9,2.65061
-8.845833,37.979167,5,5704,-2.05,3.01899
-8.845833,37.979167,5,5739,-2.625,2.45459
-8.845833,37.979167,5,5773,-2.7375,3.10389
-8.845833,37.979167,5,5808,-2.6375,2.47556
-8.845833,37.979167,5,5842,-3.65,2.64305
-8.845833,37.979167,5,5877,-3.925,2.37953
-8.845833,37.979167,5,5912,-5.025,2.80038
-8.845833,37.979167,5,5946,-2.2625,3.59481
-8.845833,37.979167,5,5981,0.0125008,2.9691
-8.845833,37.979167,5,6016,0.275,3.97339
-8.845833,37.979167,5,6050,1.15,2.50257
-8.845833,37.979167,5,6137,-2.6875,2.55255
-8.845833,37.979167,5,6189,-2.875,3.25434
-8.845833,37.979167,5,6242,-2.3,2.62733
-8.845833,37.979167,5,6294,-2.25,2.6137
-8.845833,37.979167,5,6346,-1.8,2.82893
-8.845833,37.979167,5,6398,-4.1625,3.50996
-8.845833,37.979167,5,6451,-3.95,1.94349
-8.845833,37.979167,5,6503,-1.975,3.68229
-8.845833,37.979167,5,6607,-2.225,3.27578
-8.845833,37.979167,5,6660,-2.2125,2.65084
-8.845833,37.979167,5,6712,-1.6375,2.53035
-8.845833,37.979167,5,6764,-2.125,3.2048
-8.845833,37.979167,5,6816,-1.8375,3.35045
-8.845833,37.979167,5,6858,-3.3375,3.22133
-8.845833,37.979167,5,6900,-5.3125,2.87474
-8.845833,37.979167,5,6902,-1.4125,3.13571
-8.845833,37.979167,5,6903,-2.975,3.44539
-8.845833,37.979167,5,6905,-2.2375,3.3084
-8.845833,37.979167,5,6907,-3.2,2.67902
-8.845833,37.979167,5,6909,-2.525,2.59821
-8.845833,37.979167,5,6912,-2.2875,3.26384
-8.845833,37.979167,5,6914,-3.6125,1.79638
-8.845833,37.979167,5,6916,-2.5625,2.965
-8.845833,37.979167,5,6918,-4.1,3.5169
-8.845833,37.979167,5,6920,1.2125,1.81221
-8.845833,37.979167,5,6922,-3.475,2.83989
-8.845833,37.979167,5,6924,-2.9125,1.8841
-8.845833,37.979167,5,6926,-3.1125,2.82005
-8.845833,37.979167,5,6928,-2.1375,3.46078
-8.845833,37.979167,5,6930,-5.4875,0.664267
-8.845833,37.979167,5,6932,0.6,1.27167
-8.845833,37.979167,5,6936,-1.1375,3.06218
-8.845833,37.979167,5,6938,-1.425,3.12033
-8.845833,37.979167,5,6941,-0.762499,2.45295
-8.845833,37.979167,5,6943,-4.7625,3.15139
-8.845833,37.979167,5,6945,-3.2,3.72559
-8.845833,37.979167,5,6949,-1.15,3.04772
-8.845833,37.979167,5,6951,-1.6875,2.86727
-8.845833,37.979167,5,6951,-1.5,2.53208
-8.845833,37.979167,5,6953,-0.549999,3.71829
-8.845833,37.979167,5,6955,-1.8375,2.88738
-8.845833,37.979167,5,6957,-0.275,2.53983
-8.845833,37.979167,5,6959,-2.375,2.63913
-8.845833,37.979167,5,6961,0.0500011,1.78726
-8.845833,37.979167,5,6963,-3.3125,3.8554
-8.845833,37.979167,5,6973,-2.275,2.71648
-8.845833,37.979167,5,6990,-4.3,2.67047
-8.845833,37.979167,5,7011,-1,2.18893
-8.845833,37.979167,5,7023,-2.075,2.5894
-8.845833,37.979167,5,7060,-0.4,2.77489
-8.845833,37.979167,5,7081,-2.2625,3.22842
-8.845833,37.979167,5,7106,-3.4625,2.85604
-8.845833,37.979167,5,7127,-0.6625,2.05144
-8.845833,37.979167,5,7148,-1.475,3.04478
-8.845833,37.979167,5,7156,-5.15,3.23375
-8.845833,37.979167,5,7197,-1.5,2.70449
-8.845833,37.979167,5,7210,-2.475,3.31479
-8.845833,37.979167,5,7231,-2.275,2.29331
-8.845833,37.979167,5,7251,-1.7625,3.13001
-8.845833,37.979167,5,7293,-3.925,3.46235
-8.845833,37.979167,5,7305,-1.6125,3.09951
-8.845833,37.979167,5,7318,-2.275,2.29331
-8.845833,37.979167,5,7355,-1.8625,2.05144
-8.845833,37.979167,5,7376,-2.7875,2.80328
-8.845833,37.979167,5,7417,-2.6375,3.30884
-8.845833,37.979167,5,7447,-0.262499,2.23539
-8.845833,37.979167,5,7463,-3.475,3.30314
-8.845833,37.979167,5,7480,-2.3125,3.21356
-8.845833,37.979167,5,7500,-2.075,3.9992
-8.845833,37.979167,5,7521,-1.6375,3.23196
-8.845833,37.979167,5,7542,-1.8,3.38737
-8.845833,37.979167,5,7563,-3.375,2.86643
-8.845833,37.979167,5,7625,-2.45,3.38948
-8.845833,37.979167,5,7738,-3.5,2.68009
-8.845833,37.979167,5,7852,-2.125,3.09597
-8.845833,37.979167,5,8078,-5.2,3.92028
-8.808889,38.071111,2,-120,0,0
-8.808889,38.071111,2,-70,0,0
-8.808889,38.071111,2,-30,0,0
-8.808889,38.071111,2,-10,0,0
-8.808889,38.071111,2,0,-2.2875,2.66106
-8.808889,38.071111,2,0,0,0
-8.808889,38.071111,2,40,0.975,2.22438
-8.808889,38.071111,2,120,-0.612501,3.00592
-8.808889,38.071111,2,160,-0.487501,3.55586
-8.808889,38.071111,2,200,0.4375,2.42954
-8.808889,38.071111,2,354,-1.225,2.82577
-8.808889,38.071111,2,623,-3.975,2.59381
-8.808889,38.071111,2,892,-3.2625,2.75055
-8.808889,38.071111,2,1108,-4.8375,1.77839
-8.808889,38.071111,2,1289,-2.675,2.94072
-8.808889,38.071111,2,1469,-4.425,2.29705
-8.808889,38.071111,2,1650,-2.05,3.43137
-8.808889,38.071111,2,1830,-4.65,1.37737
-8.808889,38.071111,2,2011,-2.675,2.94072
-8.808889,38.071111,2,2192,-4.4875,2.25289
-8.808889,38.071111,2,2372,-2.275,2.51779
-8.808889,38.071111,2,2553,-3.9375,2.51677
-8.808889,38.071111,2,2733,-4.7625,2.38384
-8.808889,38.071111,2,2914,-5.125,0.854818
-8.808889,38.071111,2,3094,-4.375,3.11574
-8.808889,38.071111,2,3275,-4.0875,2.11081
-8.808889,38.071111,2,3627,-4.8375,2.30833
-8.808889,38.071111,2,4673,-4.2125,2.30864
-8.808889,38.071111,2,5015,-3.375,2.39329
