lon,lat,elev,agebp,tanom_djf,tanom_djf_er
-1.556111,47.213889,7,8395,-1.3375,2.1347
-1.556111,47.213889,7,8402,-1.9625,2.68005
-1.556111,47.213889,7,8409,-3.65,2.18567
-1.556111,47.213889,7,8416,-2.1625,2.65864
-1.556111,47.213889,7,8491,-1.8875,1.62431
-1.556111,47.213889,7,8613,-4.175,1.18894
-1.556111,47.213889,7,8918,-2.5625,2.35186
-1.55,43.25,500,-120,0,0
-1.55,43.25,500,-70,0,0
-1.55,43.25,500,-30,0,0
-1.55,43.25,500,-10,0,0
-1.55,43.25,500,0,-3.1,3.00381
-1.55,43.25,500,0,0,0
-1.55,43.25,500,259.15,-2.7,3.18658
-1.55,43.25,500,518.3,-1.2125,1.76266
-1.55,43.25,500,777.46,-1.725,2.46504
-1.55,43.25,500,1036.61,-1.75,2.27847
-1.55,43.25,500,1295.77,-2,2.2026
-1.55,43.25,500,1554.92,-1.7125,2.15568
-1.55,43.25,500,1658.59,-2.45,2.34033
-1.55,43.25,500,1762.25,-3.125,2.66069
-1.55,43.25,500,1814.08,-2.825,2.56223
-1.55,43.25,500,2071.92,-3.9625,1.60618
-1.55,43.25,500,2329.61,-5.15,0.899206
-1.55,43.25,500,2587.3,-4,1.74765
-1.55,43.25,500,2845,-2.7625,2.85354
-1.55,43.25,500,3102.69,-3.55,3.22003
-1.55,43.25,500,3360.38,-3.725,2.42178
-1.55,43.25,500,3618.07,-2.9625,3.54156
-1.55,43.25,500,3875.76,-3.1125,2.20418
-1.55,43.25,500,4133.46,-3.0625,2.45819
-1.55,43.25,500,4391.15,-3.5625,3.26756
-1.55,43.25,500,4648.84,-5.15,0.899206
-1.55,43.25,500,4906.53,-4.55,1.8377
-1.55,43.25,500,5164.23,-3.8875,1.66342
-1.55,43.25,500,5421.92,-3.6,1.28062
-1.55,43.25,500,5679.61,-3.6625,2.98134
-1.55,43.25,500,5937.3,-3.775,1.59978
-1.55,43.25,500,6195,-3.1875,2.66267
-1.55,43.25,500,6452.69,-3.3125,2.60463
-1.55,43.25,500,6710.38,-4.0625,1.13507
-1.55,43.25,500,6968.07,-4.0375,1.08224
-1.55,43.25,500,7225.76,-4.0625,1.74842
-1.55,43.25,500,7483.46,-3.475,2.74578
-1.55,43.25,500,7586.53,-3.65,1.65443
-1.55,43.45,43,-120,0,0
-1.55,43.45,43,-70,0,0
-1.55,43.45,43,-30,0,0
-1.55,43.45,43,-10,0,0
-1.55,43.45,43,0,0,0
-1.55,43.45,43,7718.18,-5.025,2.44467
-1.55,43.45,43,7765.9,-5.7625,1.86696
-1.55,43.45,43,7861.36,-6.7125,2.46718
-1.55,43.45,43,7956.81,-5.3875,3.28479
-1.55,43.45,43,8052.27,-4.1625,2.02833
-1.55,43.45,43,8147.72,-5.05,2.26148
-1.55,43.45,43,8243.18,-5.2125,1.6084
-1.55,43.45,43,8338.63,-4.375,2.29394
-1.55,43.45,43,8434.09,-5.8625,2.43013
-1.55,43.45,43,8529.54,-2.95,2.51567
-1.55,43.45,43,8625,-6.3875,2.56205
-1.55,43.45,43,8720.45,-5.2875,3.25464
-1.55,43.45,43,8815.9,-5.925,2.63208
-1.55,43.45,43,8911.36,-5.55,2.28473
-1.55,43.45,43,8959.09,-7.175,2.85845
-1.55,43.45,43,9006.81,-6.9125,2.81549
-1.55,43.45,43,9102.27,-6.5125,3.18274
-1.55,43.45,43,9197.72,-8.2,0.403556
-1.55,43.45,43,9293.18,-5.9625,2.00352
-1.55,43.45,43,9388.63,-6.45,0.607101
-1.55,43.45,43,9484.09,-6.2375,1.4101
-1.55,43.45,43,9579.54,-3.5375,3.00045
-1.55,43.45,43,9675,-6.4625,3.18476
-1.55,43.45,43,9770.45,-6.325,3.08163
-1.55,43.45,43,9865.9,-6.9875,2.84727
-1.55,43.45,43,9961.36,-6.175,2.76031
-1.55,43.45,43,10056.8,-6.425,2.88382
-1.55,43.45,43,10152.3,-5.825,2.13324
-1.55,43.45,43,10247.7,-4.5875,2.23954
-1.55,43.45,43,10343.2,-5.675,2.54713
-1.55,43.45,43,10438.6,-7.5875,1.22292
-1.55,43.45,43,10534.1,-6.9875,1.07363
-1.55,43.45,43,10581.8,-7.1875,1.10639
-1.55,43.45,43,10629.5,-6.1,2.85607
-1.55,43.45,43,10677.3,-6.6,1.47164
-1.55,43.45,43,10725,-6.575,2.85895
-1.55,43.45,43,10772.7,-4.875,3.6523
-1.55,43.45,43,10820.5,-6.625,2.68049
-1.55,43.45,43,10868.2,-5.8375,2.70552
-1.55,43.45,43,10915.9,-6.375,2.50357
-1.55,43.45,43,10963.6,-8.1875,1.25861
-1.55,43.45,43,11011.4,-6.05,2.2791
-1.55,43.45,43,11059.1,-6.175,2.46967
-1.55,43.45,43,11106.8,-8.25,1.87693
-1.55,43.45,43,11154.5,-7.4375,1.53151
-1.55,43.45,43,11202.3,-7.5125,2.09655
-1.55,43.45,43,11250,-8.7,3.12684
-1.55,43.45,43,11305.5,-8.825,1.65939
-1.55,43.45,43,11361.1,-9.2625,1.61328
-1.55,43.45,43,11416.7,-6.5875,2.80073
-1.55,43.45,43,11472.2,-8.4875,3.07684
-1.55,43.45,43,11527.8,-9.45,2.10442
-1.55,43.45,43,11583.3,-9.7125,1.4923
-1.55,43.45,43,11638.9,-9.45,2.16597
-1.55,43.45,43,11750,-9.1,1.74929
-1.55,43.45,43,11800,-9.7375,1.2716
-1.55,43.45,43,11850,-9.9375,1.50042
-1.55,43.45,43,11900,-9.2625,3.68508
-1.55,43.45,43,12000,-1.875,3.95574
-1.55,43.45,43,12100,-8.8375,3.43134
-1.55,43.45,43,12137.5,-2.725,5.11629
-1.55,43.45,43,12156.2,-8.2,3.14097
-1.55,43.45,43,12175,-9.0375,3.18251
-1.55,43.45,43,12212.5,-8.85,3.68937
-1.55,43.45,43,12231.2,-3.55,2.61042
-1.55,43.45,43,12250,-2.7375,2.35308
-1.55,43.45,43,12268.8,-1.6125,3.1715
-1.55,43.45,43,12306.2,-8.8625,3.68702
-1.55,43.45,43,12325,-3.3,2.63493
-1.55,43.45,43,12343.8,-2.7375,2.35308
-1.55,43.45,43,12362.5,-3.1375,4.06973
-1.55,43.45,43,12381.2,-8.3625,3.39871
-1.501111,47.328333,8,-120,0,0
-1.501111,47.328333,8,-70,0,0
-1.501111,47.328333,8,-30,0,0
-1.501111,47.328333,8,-10,0,0
-1.501111,47.328333,8,0,0,0
-1.501111,47.328333,8,519,-6.0375,4.95838
-1.501111,47.328333,8,526,-1.8875,2.21775
-1.501111,47.328333,8,533,-2.775,2.05061
-1.501111,47.328333,8,540,-2.375,2.14326
-1.501111,47.328333,8,547,-3.575,3.9716
-1.501111,47.328333,8,554,-2.5625,1.91008
-1.501111,47.328333,8,561,-1.25,2.15936
-1.501111,47.328333,8,568,-1.7375,1.61505
-1.501111,47.328333,8,575,-2.1375,1.60885
-1.501111,47.328333,8,583,-2.2625,1.65783
-1.501111,47.328333,8,590,-1.5625,2.62566
-1.501111,47.328333,8,598,-2.4875,1.39636
-1.501111,47.328333,8,605,-4.0375,2.22321
-1.501111,47.328333,8,612,-2.65,1.22474
-1.501111,47.328333,8,618,-3.375,1.10938
-1.501111,47.328333,8,624,-1.4875,1.39226
-1.501111,47.328333,8,630,-3.1125,2.03009
-1.501111,47.328333,8,662,-1.625,2.1426
-1.501111,47.328333,8,764,-1.625,2.78042
-1.501111,47.328333,8,897,-1.9375,3.69669
-1.501111,47.328333,8,998,-0.725,2.03663
-1.501111,47.328333,8,1159,-2.65,2.38687
-1.501111,47.328333,8,1280,-2.0375,1.75331
-1.501111,47.328333,8,1351,-2,2.06882
-1.501111,47.328333,8,1479,-2.2125,2.22674
-1.501111,47.328333,8,1619,-2.0875,2.60408
-1.501111,47.328333,8,1775,-2.425,2.3359
-1.501111,47.328333,8,1906,-1.8875,2.05596
-1.501111,47.328333,8,2048,-2.9125,2.09383
-1.501111,47.328333,8,2233,-1.925,2.24801
-1.501111,47.328333,8,2276,-2.5,2.71082
-1.501111,47.328333,8,2284,-2.5625,2.67151
-1.501111,47.328333,8,2293,-2.3625,1.65265
-1.501111,47.328333,8,2305,-2.3875,2.27121
-1.501111,47.328333,8,2321,-2.3875,2.27121
-1.501111,47.328333,8,2344,-2.425,2.29456
-1.501111,47.328333,8,2412,-2.85,1.92873
-1.501111,47.328333,8,2460,-3.35,1.15882
-1.501111,47.328333,8,2559,-1.25,1.70126
-1.501111,47.328333,8,2620,-1.3125,1.82556
-1.501111,47.328333,8,2678,-0.8875,2.26743
-1.501111,47.328333,8,2725,-1.1,1.59911
-1.501111,47.328333,8,2742,-1.3875,1.90371
-1.501111,47.328333,8,2766,-0.7375,2.02692
-1.501111,47.328333,8,2775,-2.1,2.34399
-1.501111,47.328333,8,2794,-1.875,2.1319
-1.501111,47.328333,8,2805,-0.95,2.28473
-1.501111,47.328333,8,2839,-0.5125,1.34104
-1.501111,47.328333,8,2860,-1.025,2.04922
-1.501111,47.328333,8,2908,-2.875,2.68315
-1.501111,47.328333,8,2934,-2.0375,2.98086
-1.501111,47.328333,8,2960,-2.7125,2.31111
-1.501111,47.328333,8,2986,-2.9625,1.9272
-1.501111,47.328333,8,3015,-1.675,2.24484
-1.501111,47.328333,8,3081,-2.6,2.22197
-1.501111,47.328333,8,3115,-2.0625,2.07015
-1.501111,47.328333,8,3181,-3.0375,1.93534
-1.501111,47.328333,8,3334,-1.8375,2.21097
-1.501111,47.328333,8,3391,-1.7125,2.41036
-1.501111,47.328333,8,3449,-0.3375,1.40401
-1.501111,47.328333,8,3616,-1.1875,1.94013
-1.501111,47.328333,8,3788,-1.15,1.92873
-1.501111,47.328333,8,3969,-2.6125,1.56245
-1.501111,47.328333,8,4062,-1.6625,2.11858
-1.501111,47.328333,8,4271,-1.1,2.10102
-1.501111,47.328333,8,4459,-1.2,2.19219
-1.501111,47.328333,8,4669,-1.5,2.04101
-1.501111,47.328333,8,4717,-0.875,1.91964
-1.501111,47.328333,8,4755,-0.2625,2.32682
-1.501111,47.328333,8,4785,-0.5,1.12377
-1.501111,47.328333,8,4806,-1.325,2.16184
-1.501111,47.328333,8,4825,-1.275,2.39866
-1.501111,47.328333,8,4852,-1.55,2.21617
-1.501111,47.328333,8,4889,0.4625,1.43322
-1.3,54.716667,100,-120,0,0
-1.3,54.716667,100,-70,0,0
-1.3,54.716667,100,-30,0,0
-1.3,54.716667,100,-10,0,0
-1.3,54.716667,100,0,0,0
-1.3,54.716667,100,115.21,-0.0125,2.3943
-1.3,54.716667,100,138.26,-2.1625,2.81473
-1.3,54.716667,100,161.3,-0.3125,1.0049
-1.3,54.716667,100,184.34,-0.9125,1.7892
-1.3,54.716667,100,230.43,0.8625,2.41716
-1.3,54.716667,100,241.95,-0.15,1.14767
-1.3,54.716667,100,276.52,0.0374999,3.01517
-1.3,54.716667,100,299.56,1.4375,1.01831
-1.3,54.716667,100,322.6,-0.575,1.52292
-1.3,54.716667,100,345.65,-0.9,2.83398
-1.3,54.716667,100,368.69,1.15,1.76958
-1.3,54.716667,100,391.73,0.4375,0.870037
-1.3,54.716667,100,414.78,0.4125,0.864271
-1.3,54.716667,100,437.82,0.4375,0.870037
-1.3,54.716667,100,460.86,-1.7375,2.80863
-1.3,54.716667,100,495.43,-0.325,1.54157
-1.3,54.716667,100,506.95,-0.375,1.49833
-1.3,54.716667,100,530,-0.0375001,1.48318
-1.3,54.716667,100,553.04,0.5375,1.7476
-1.3,54.716667,100,633.69,-0.8875,3.17465
-1.3,54.716667,100,645.21,-0.625,1.54712
-1.3,54.716667,100,656.73,-0.3375,1.53245
-1.3,54.716667,100,668.26,-0.0375001,1.48318
-1.3,54.716667,100,679.78,-0.6625,1.48318
-1.3,54.716667,100,693.6,-0.075,1.52573
-1.3,54.716667,100,702.82,-0.325,1.54157
-1.3,54.716667,100,714.34,-0.6625,1.48318
-1.3,54.716667,100,725.86,-0.0875001,1.47206
-1.3,54.716667,100,737.39,-0.0125,1.49803
-1.3,54.716667,100,748.91,-0.075,1.47817
-1.3,54.716667,100,760.43,-0.4125,1.6949
-1.3,54.716667,100,771.95,-0.175,1.12853
-1.3,54.716667,100,783.47,-0.8375,3.21689
-1.3,54.716667,100,795,-0.1125,1.28668
-1.3,54.716667,100,998.57,0.5625,1.13507
-1.3,54.716667,100,1202.14,0.2875,1.36741
-1.3,54.716667,100,1405.71,-0.2125,1.07363
-1.3,54.716667,100,1609.28,-0.075,1.1158
-1.3,54.716667,100,1722.5,-0.05,1.11739
-1.3,54.716667,100,1813.12,-1.35,1.9799
-1.3,54.716667,100,1903.75,0.0874999,1.93645
-1.3,54.716667,100,1994.37,-1.45,1.19044
-1.3,54.716667,100,2085,-0.4125,1.29993
-1.3,54.716667,100,2175.62,0.1375,2.31328
-1.3,54.716667,100,2266.25,-0.4,2.15274
-1.3,54.716667,100,2356.87,-2.1375,1.52216
-1.3,54.716667,100,2447.5,-1.525,2.10153
-1.3,54.716667,100,2538.12,-2.8875,0.624357
-1.3,54.716667,100,2628.75,0.425,2.56724
-1.3,54.716667,100,2719.37,-1.725,2.43706
-1.3,54.716667,100,2900.62,-2.225,2.17042
-1.3,54.716667,100,3081.87,-2.9375,0.652331
-1.3,54.716667,100,3263.12,-1.5,2.79234
-1.3,54.716667,100,3444.37,-3,0.661168
-1.3,54.716667,100,3625.62,-2.2375,2.13671
-1.3,54.716667,100,3806.87,-2.2375,2.13671
-1.3,54.716667,100,3988.12,-2.125,2.27894
-1.3,54.716667,100,4169.37,-2.15,2.09148
-1.3,54.716667,100,4205.62,-2.15,2.09148
-1.3,54.716667,100,4241.87,-0.8,1.5269
-1.3,54.716667,100,4278.12,0.3125,3.09351
-1.3,54.716667,100,4314.37,-0.675,3.05041
-1.3,54.716667,100,4350.62,-0.675,3.05041
-1.3,54.716667,100,4386.87,-2.2375,2.13671
-1.3,54.716667,100,4423.12,-1.8375,2.02973
-1.3,54.716667,100,4459.37,-0.925,2.75409
-1.3,54.716667,100,4495.62,1.4375,2.38024
-1.3,54.716667,100,4531.87,-2.275,4.22738
-1.3,54.716667,100,4568.12,-2.325,4.18799
-1.3,54.716667,100,4640.62,-4.5,4.97336
-1.3,54.716667,100,4713.12,-2,4.35464
-1.3,54.716667,100,4749.37,-4.5,4.97336
-1.3,54.716667,100,4894.37,-1.375,3.59672
-1.3,54.716667,100,5039.37,-3.1125,4.92731
-1.3,54.716667,100,5057.5,-1.4125,3.57349
-1.3,54.716667,100,5438.12,-0.225,1.31774
-1.3,54.716667,100,5474.37,-4.6125,3.53773
-1.3,54.716667,100,5510.62,-3.375,3.4747
-1.3,54.716667,100,5728.12,-3.9625,4.53177
-1.3,54.716667,100,6344.37,-7.875,4.61635
-1.3,54.716667,100,6598.12,-6.2375,4.45708
-1.3,54.716667,100,6706.87,-4.7875,3.97292
-1.3,54.716667,100,7214.37,-5.2125,3.64787
-1.3,54.716667,100,8519.37,-8.6875,5.97075
-1.3,54.716667,100,9026.87,-8.8625,4.93586
-1.3,54.716667,100,9099.37,-8.8875,4.01904
-1.3,54.716667,100,9171.87,-8.85,5.32353
-1.3,54.716667,100,9208.12,-8.1125,5.51658
-1.3,54.716667,100,9244.37,-8.025,5.79649
-1.115,45.3825,2,-120,0,0
-1.115,45.3825,2,-70,0,0
-1.115,45.3825,2,-30,0,0
-1.115,45.3825,2,-10,0,0
-1.115,45.3825,2,0,0,0
-1.115,45.3825,2,111.62,-2.125,4.91753
-1.115,45.3825,2,223.25,-3.55,2.88097
-1.115,45.3825,2,496.74,-2.7625,3.72134
-1.115,45.3825,2,563.72,-3.45,2.66887
-1.115,45.3825,2,661.49,-4.3125,3.58865
-1.115,45.3825,2,907.47,-3.9875,2.83823
-1.115,45.3825,2,1153.44,-3.4875,3.17915
-1.115,45.3825,2,1399.42,-3.8375,1.59279
-1.115,45.3825,2,1645.4,-4.5,1.95302
-1.115,45.3825,2,1755.78,-2.375,3.33327
-1.115,45.3825,2,1851.09,-3.85,3.89212
-1.115,45.3825,2,1946.4,-2.725,3.82613
-1.115,45.3825,2,2411.06,-1.6,1.8377
-1.115,45.3825,2,3034.01,-1.5,2.05565
-1.115,45.3825,2,3656.96,-2.9625,2.1327
-1.115,45.3825,2,4086.91,-1.2,1.62832
-1.115,45.3825,2,4412.94,-3.8125,1.96501
-1.115,45.3825,2,4738.97,-2.4125,1.56793
-1.115,45.3825,2,5065,-2.3125,2.22867
-1.115,45.3825,2,5451.31,-2.1875,2.5374
-1.115,45.3825,2,5837.63,-2.8,2.78773
-1.115,45.3825,2,6223.94,-3.65,1.3784
-1.115,45.3825,2,6610.26,-4.8125,1.39124
-1.115,45.3825,2,6996.57,-2.5875,3.00068
-1.010278,45.3975,2,-120,0,0
-1.010278,45.3975,2,-70,0,0
-1.010278,45.3975,2,-30,0,0
-1.010278,45.3975,2,-10,0,0
-1.010278,45.3975,2,0,0,0
-1.010278,45.3975,2,138.62,-1.9625,3.17307
-1.010278,45.3975,2,346.55,-4.8375,1.86159
-1.010278,45.3975,2,901.05,-4.125,2.99607
-1.010278,45.3975,2,1108.99,-4.175,2.35539
-1.010278,45.3975,2,1316.92,-1.425,3.69353
-1.010278,45.3975,2,1386.23,-2.7375,4.60619
-1.010278,45.3975,2,1663.48,-2.375,4.18697
-1.010278,45.3975,2,1940.73,-4.3875,1.85814
-1.010278,45.3975,2,2217.98,-3.1625,2.31081
-1.010278,45.3975,2,2425.91,-2.05,2.09694
-1.010278,45.3975,2,2772.47,-5,3.19643
-1.010278,45.3975,2,3049.72,-3.25,2.94036
-1.010278,45.3975,2,3326.97,-3.675,3.7644
-1.010278,45.3975,2,3604.22,-1.8625,1.91605
-1.010278,45.3975,2,3881.46,-1.95,1.93612
-1.010278,45.3975,2,4158.71,-3.025,1.47817
-1.010278,45.3975,2,4435.96,-3.075,2.03943
-1.010278,45.3975,2,4713.21,-2.8875,3.39303
-1.010278,45.3975,2,4990.45,-1.7,2.58291
-1.010278,45.3975,2,5267.7,-3.5875,2.84225
-1.010278,45.3975,2,5544.95,-5.675,1.63248
-1.010278,45.3975,2,5822.2,-2.975,1.49738
-1.010278,45.3975,2,6099.44,-3.7625,3.13958
-1.010278,45.3975,2,6376.69,-3.5375,3.42551
-1.010278,45.3975,2,6653.94,-3.125,3.28231
-1.010278,45.3975,2,6931.19,-4.225,3.14359
-1.010278,45.3975,2,7139.12,-4.7375,2.76764
-1.010278,45.3975,2,7762.93,-3.1,3.27327
-0.891667,38.5,470,-120,0,0
-0.891667,38.5,470,-70,0,0
-0.891667,38.5,470,-30,0,0
-0.891667,38.5,470,-10,0,0
-0.891667,38.5,470,0,0,0
-0.891667,38.5,470,157.03,-2.15,0.989949
-0.891667,38.5,470,666.66,-3.275,3.01413
-0.891667,38.5,470,921.48,-1.9,0.976875
-0.891667,38.5,470,1176.29,-1.9125,2.70684
-0.891667,38.5,470,1431.11,-2.875,1.80851
-0.891667,38.5,470,1685.92,-2.875,1.80851
-0.891667,38.5,470,1940.74,-1.5125,2.24336
-0.891667,38.5,470,2195.55,-3.5,3.20089
-0.891667,38.5,470,2450.37,-2.875,1.80851
-0.891667,38.5,470,2705.18,-4.825,3.48988
-0.891667,38.5,470,2960,-5.45,4.81693
-0.891667,38.5,470,3367.53,-5.0625,2.84853
-0.891667,38.5,470,5133.5,-4.825,2.63534
-0.891667,38.5,470,5676.88,-4.85,2.96262
-0.891667,38.5,470,6220.25,-4.55,3.74204
-0.891667,38.5,470,8774.73,-3.75,2.88791
-0.891667,38.5,470,8892.63,-2.4,1.7337
-0.891667,38.5,470,9010.52,-3.8375,3.07522
-0.891667,38.5,470,9128.42,-3.4125,2.97535
-0.891667,38.5,470,9246.31,-4.9,4.05251
-0.891667,38.5,470,9364.21,-3.4,3.32136
-0.891667,38.5,470,9482.1,-2.4625,1.02112
-0.891667,38.5,470,9588,-2.675,3.25522
-0.891667,38.5,470,9594,-2.4375,1.17222
-0.891667,38.5,470,9600,-1.525,2.36205
-0.891667,38.5,470,9688.56,-3.425,3.08996
-0.891667,38.5,470,9723.08,-4.0625,3.62489
-0.891667,38.5,470,9757.6,-1.3625,0.720986
-0.891667,38.5,470,9792.12,-1.3625,0.720986
-0.891667,38.5,470,9826.64,-4.5625,5.53145
-0.891667,38.5,470,9861.16,-2.0125,1.05212
-0.891667,38.5,470,9895.68,-1.975,2.35175
-0.891667,38.5,470,10054.7,-1.3625,0.650137
-0.891667,38.5,470,10231.4,-2.9,0.899206
-0.891667,38.5,470,10408.1,-2.1875,4.99898
-0.862222,46.444444,4,-120,0,0
-0.862222,46.444444,4,-70,0,0
-0.862222,46.444444,4,-30,0,0
-0.862222,46.444444,4,-10,0,0
-0.862222,46.444444,4,0,0,0
-0.862222,46.444444,4,683,-0.3,2.26337
-0.862222,46.444444,4,706,-0.8625,2.34273
-0.862222,46.444444,4,733,-0.2625,2.53092
-0.862222,46.444444,4,794,0.4125,1.62343
-0.862222,46.444444,4,807,0.625,1.3562
-0.862222,46.444444,4,817,0.3,3.79436
-0.862222,46.444444,4,851,0.45,1.41219
-0.862222,46.444444,4,881,1.0625,0.97532
-0.862222,46.444444,4,894,0.725,1.33818
-0.862222,46.444444,4,899,0.2625,2.38084
-0.862222,46.444444,4,907,1,1.60268
-0.862222,46.444444,4,919,-0.9625,2.19996
-0.862222,46.444444,4,931,0.0625,2.34821
-0.862222,46.444444,4,954,0.325,2.0638
-0.862222,46.444444,4,966,0.4625,1.61062
-0.862222,46.444444,4,992,1.3875,0.747257
-0.862222,46.444444,4,1043,-1.125,2.68102
-0.862222,46.444444,4,1156,-0.2125,3.92226
-0.862222,46.444444,4,1251,-0.925,3.93619
-0.862222,46.444444,4,1344,1.3375,2.54947
-0.862222,46.444444,4,1406,-0.7875,2.0705
-0.862222,46.444444,4,1456,-1.275,2.34079
-0.862222,46.444444,4,1550,1.1125,2.43336
-0.862222,46.444444,4,1776,-0.1875,3.4832
-0.862222,46.444444,4,1876,-2.6875,4.52909
-0.862222,46.444444,4,2019,0.65,0.948683
-0.862222,46.444444,4,2165,-2.35,3.65982
-0.862222,46.444444,4,2261,0.525,2.22502
-0.862222,46.444444,4,2281,-0.2125,2.70895
-0.862222,46.444444,4,2352,0.3375,1.59368
-0.862222,46.444444,4,2559,-2.625,3.44871
-0.862222,46.444444,4,2631,-0.85,2.45124
-0.862222,46.444444,4,2743,-0.4875,2.28875
-0.862222,46.444444,4,2770,-1.4625,2.61531
-0.862222,46.444444,4,2822,-0.675,2.21085
-0.862222,46.444444,4,2928,0.3875,1.26201
-0.862222,46.444444,4,3061,-3.575,3.11666
-0.862222,46.444444,4,3181,-3.5625,2.34273
-0.862222,46.444444,4,3186,-1.3625,2.65542
-0.862222,46.444444,4,3196,-5.1125,2.87672
-0.862222,46.444444,4,3222,-2.475,2.40758
-0.862222,46.444444,4,3262,-2.8875,2.51023
-0.862222,46.444444,4,3338,0.3875,2.39609
-0.862222,46.444444,4,3439,-1.2875,2.26743
-0.862222,46.444444,4,3532,0.325,1.49929
-0.862222,46.444444,4,3637,-2.5,3.99249
-0.862222,46.444444,4,3882,-2.3375,3.73475
-0.862222,46.444444,4,4401,-0.8875,1.68221
-0.862222,46.444444,4,5363,-2.2,3.88256
-0.862222,46.444444,4,5865,-2.25,3.92028
-0.862222,46.444444,4,6215,-4.7,3.66489
-0.862222,46.444444,4,6443,-2.9,3.0692
-0.862222,46.444444,4,6858,-1.9875,2.27686
-0.862222,46.444444,4,7302,-2.6,2.48768
-0.862222,46.444444,4,7906,-3.1375,3.39829
-0.862222,46.444444,4,8229,-3.1875,3.82041
-0.833333,48.516667,157,-120,0,0
-0.833333,48.516667,157,-70,0,0
-0.833333,48.516667,157,-30,0,0
-0.833333,48.516667,157,-10,0,0
-0.833333,48.516667,157,0,0,0
-0.833333,48.516667,157,30.56,-0.9,2.9316
-0.833333,48.516667,157,40.75,-3.5375,2.07429
-0.833333,48.516667,157,61.13,2.0375,1.30487
-0.833333,48.516667,157,66.22,-2.8,2.10374
-0.833333,48.516667,157,73.35,-0.6875,4.16531
-0.833333,48.516667,157,76.41,-0.0250001,2.58775
-0.833333,48.516667,157,81.5,-3.65,1.26829
-0.833333,48.516667,157,93.73,0.55,3.31921
-0.833333,48.516667,157,101.88,0.8625,2.12464
-0.833333,48.516667,157,106.98,-0.325,2.35357
-0.833333,48.516667,157,112.07,0.7625,1.70121
-0.833333,48.516667,157,115.71,0.0124998,2.20936
-0.833333,48.516667,157,117.16,-0.2375,2.15866
-0.833333,48.516667,157,122.26,-0.275,2.3181
-0.833333,48.516667,157,127.35,0.9125,2.22032
-0.833333,48.516667,157,129.39,-1.5375,3.7359
-0.833333,48.516667,157,132.45,0.5875,2.18595
-0.833333,48.516667,157,137.54,0.3875,1.97805
-0.833333,48.516667,157,142.64,1.7625,1.37834
-0.833333,48.516667,157,147.73,-0.325,2.23207
-0.833333,48.516667,157,154.28,0.2875,1.98021
-0.833333,48.516667,157,163.01,-1.4875,2.58757
-0.833333,48.516667,157,177.42,1.2875,1.89468
-0.833333,48.516667,157,177.96,-1.2125,3.526
-0.833333,48.516667,157,183.05,-1.875,3.4175
-0.833333,48.516667,157,188.13,-0.1625,2.96789
-0.833333,48.516667,157,192.85,0.5125,1.86275
-0.833333,48.516667,157,193.22,1.0875,2.17547
-0.833333,48.516667,157,198.3,0.2,3.27589
-0.833333,48.516667,157,203.38,0.85,2.19024
-0.833333,48.516667,157,206.44,0.0499997,0.914955
-0.833333,48.516667,157,210.5,0.4875,1.48943
-0.833333,48.516667,157,216,0.55,1.74929
-0.833333,48.516667,157,231.42,1.4875,2.03571
-0.833333,48.516667,157,234.89,1.4875,2.03571
-0.833333,48.516667,157,254.57,0.55,2.05913
-0.833333,48.516667,157,256.23,0.9375,1.64659
-0.833333,48.516667,157,270,-0.2625,1.07429
-0.833333,48.516667,157,270.45,0.65,1.23288
-0.833333,48.516667,157,284.68,0.475,1.02225
-0.833333,48.516667,157,293.14,0.775,2.10493
-0.833333,48.516667,157,306.02,0.1875,1.0921
-0.833333,48.516667,157,308.57,0.7875,2.09723
-0.833333,48.516667,157,331.71,0.8,2.0764
-0.833333,48.516667,157,334.47,0.1875,1.0921
-0.833333,48.516667,157,347.14,1.05,2.07296
-0.833333,48.516667,157,355.8,0.0250001,0.854818
-0.833333,48.516667,157,370.28,1.025,1.22095
-0.833333,48.516667,157,377.14,0.0124998,1.54313
-0.833333,48.516667,157,385.71,0.3625,1.4706
-0.833333,48.516667,157,408.85,1.4875,2.03571
-0.833333,48.516667,157,424.28,-0.125,2.1225
-0.833333,48.516667,157,462.85,0.125,0.982344
-0.833333,48.516667,157,483.83,-0.175,2.02749
-0.833333,48.516667,157,498.06,-0.2875,2.22739
-0.833333,48.516667,157,501.42,-1.225,1.35198
-0.833333,48.516667,157,519.4,0,2.65491
-0.833333,48.516667,157,554.96,-1.4,3.77813
-0.833333,48.516667,157,590.52,0.5,2.26274
-0.833333,48.516667,157,732.78,-0.5625,2.29468
-0.833333,48.516667,157,946.16,-0.1875,2.46891
-0.833333,48.516667,157,1017.28,-0.9375,2.26838
-0.788889,48.116667,101,-120,0,0
-0.788889,48.116667,101,-70,0,0
-0.788889,48.116667,101,-30,0,0
-0.788889,48.116667,101,-10,0,0
-0.788889,48.116667,101,0,0,0
-0.788889,48.116667,101,139,-3.35,3.05614
-0.788889,48.116667,101,141,-1.425,3.53503
-0.788889,48.116667,101,143,-0.1375,2.67685
-0.788889,48.116667,101,145,-0.8,4.12207
-0.788889,48.116667,101,147,-0.4625,2.76247
-0.788889,48.116667,101,150,0.25,2.27282
-0.788889,48.116667,101,152,-1.025,2.75564
-0.788889,48.116667,101,155,-0.9875,1.82634
-0.788889,48.116667,101,652,-1.95,2.33177
