-2.112044971258771398e+01,-8.932211249997619618e+00,-3.039167424731205269e+00,4.207047086135689562e-01
-2.094952991491621219e+01,-8.648309405152566853e+00,-3.227974440795559286e+00,4.794251467352406149e-01
-1.936360819771059028e+01,-7.055160373709141730e+00,-2.361862752300064372e+00,9.245415555248996664e-02
-1.816095309850996387e+01,-5.487751642956459897e+00,1.442865449730001304e+00,5.051539676531977552e-01
-1.656834709862718569e+01,4.359763397702975496e+00,1.167867826102086726e+00,3.563184840715240553e-01
-1.619367333701273992e+01,-5.181737724426861647e+00,2.933754878068618233e+00,1.650013977201372217e-01
-1.553112484476449140e+01,-5.346861869069453377e+00,-2.000000000000000389e-01,6.600002592160000292e-01
-1.385898991719096784e+01,5.779851630406429130e+00,2.609777228292500251e+00,1.525788520563858830e-01
-1.328370536675325297e+01,-1.710267565470781292e+00,-2.306125252786377366e+00,1.272074111153662923e-01
-1.319007145487637445e+01,-6.102942329002436495e+00,-1.357715143944812075e+00,2.027725522608311293e-01
-1.261612316796725963e+01,6.222197199464534201e+00,4.164736310731176339e-01,2.157610151466057002e-01
-1.277135022105375128e+01,8.564766682761302263e+00,1.788136411815175950e-02,7.369805654425465313e-02
-1.202489360511532368e+01,9.115757510241772721e+00,2.134342178857449868e-01,5.345492956491522396e-02
-1.179620504288769212e+01,-6.919900828176484886e+00,3.953308117714611658e+00,9.552516819734869769e-01
-1.174457674931878159e+01,8.310400771701253575e+00,1.091779947858022570e+00,1.823856480401130575e+00
-1.076197833226484590e+01,-9.870207031452821411e+00,3.900223114502733290e-01,6.471996693978139537e-02
-1.089454931114124747e+01,-6.075616294947074891e+00,5.754700277409020848e-02,1.388678561595865779e-01
-1.074728240790705058e+01,-4.361805441315631526e+00,1.405115161165571891e+00,1.041900547853004344e+00
-1.066881352322317866e+01,-1.124053785204391920e+00,-1.327313658643529903e+00,8.722714902564070449e-01
-1.027355082067603576e+01,-5.316133695440721674e+00,1.980369660343279881e+00,4.323439909379801493e-01
-8.685713481357481669e+00,-5.357820039741977958e+00,5.826005400394168809e+00,5.855840292671270486e-01
-8.575866203076628835e+00,-4.972207148036078550e+00,1.393283909828109346e+00,1.595551096757705511e-01
-8.678914035309929886e+00,-4.598755100414089192e+00,-2.424316205493171061e+00,1.565608235958412531e-01
-8.343224314900481886e+00,-5.672038732942374928e+00,1.068697606868761696e+00,4.280933881414322739e-01
-8.083357806039288107e+00,-5.207739077161783747e+00,1.238042242278869498e+00,3.095318596768188435e+00
-8.116999306081680743e+00,-3.535532739864689411e+00,1.438422550074855089e+00,5.445666571539815523e-03
-8.081186933175445120e+00,-3.271749648173334801e+00,1.721050924022802242e-01,2.233765104539602864e-01
-7.604816320519205419e+00,-6.149807366442884948e+00,3.761696286277138590e+00,1.568666741152429323e+00
-7.779145821698563168e+00,-4.468825274690233051e+00,5.078690519321683361e+00,2.709137410942175528e+00
-7.546751319775921729e+00,-4.016836785090220907e+00,4.588487106793048831e+00,1.671700480244386222e+00
-7.416969623271768342e+00,-6.083249842618015713e+00,3.706699989908694537e+00,2.052285690242618088e+00
-7.526486169481302113e+00,-3.982768349767237925e+00,4.909735676570831764e+00,1.392764091218840448e-02
-7.171585606933831514e+00,-3.597156777085502632e+00,1.123840760448694409e+00,1.599299107918114304e-01
-7.487374164074537930e+00,-3.172737649545527727e+00,-1.435922461025521235e+00,2.159160608205402954e-01
-7.420296111341116330e+00,-2.960861714179020332e+00,5.447907711693279476e-01,2.562337002840269773e-01
-6.924368324191561896e+00,-7.844407842406244669e+00,-2.454703815553776369e+00,2.149667317624793239e-01
-6.908758208125277633e+00,-4.053177838546640821e+00,5.798150996470537777e+00,5.719265500107593297e-02
-6.948020256711487264e+00,-3.478653395788358971e+00,2.663419347360415745e+00,3.126546205381837851e-03
-6.582349400891473579e+00,-3.243927379193433769e+00,-2.982139720546285400e+00,1.157690169779664185e-01
-6.571523757345090644e+00,-2.514603028774055726e+00,1.877743028638464429e+00,1.684935308883494035e-02
-6.445680415516818584e+00,-1.754823921764296468e+00,1.329716584174412741e+00,4.872231136898125259e-01
-6.051096869305069959e+00,-2.597820975392119092e+00,-1.074518495438174792e+00,6.394922941954966911e-02
-6.085003414099276142e+00,9.560654207500610013e+00,2.737636892022432988e+00,2.109470543222065064e-01
-5.395457864596977515e+00,-4.184188489845844572e+00,3.701706516388142187e+00,2.957935187849790037e-01
-5.465666123329981474e+00,3.257979955678306450e+00,-7.207237055889501587e-01,3.218204523879236723e-01
-5.237774005947386513e+00,-7.511572430689065882e+00,-2.395880603291663302e+00,8.901746973623682058e-01
-5.174700777014123787e+00,-6.322746457821750710e+00,1.710386408313760098e+00,1.429921107227958954e+00
-5.215325902278777903e+00,-3.632403889183797308e+00,3.551920436823266414e+00,1.139588389461551943e+00
-4.471533229122570674e+00,-3.908658211424133722e+00,3.784386753859350083e+00,3.659498998327133656e-01
-4.772189636143224334e+00,-3.587197444171263516e+00,4.566053407964306032e+00,6.669655723892393973e-02
-4.616467884304285008e+00,-3.213943837158638850e+00,2.357652756550888462e+00,2.654962984363938745e-03
-4.862588963473740478e+00,1.084590384995916867e+00,2.093132621421013861e-01,2.714391434162567729e-02
-4.355271831177134345e+00,-8.261624090612832205e+00,-2.083537727846390464e+00,2.926964185200918944e+00
-4.335525414061976335e+00,-3.803918055099626994e+00,-1.845761451617439430e+00,1.623158539971791547e-01
-3.815892080258038277e+00,-3.133107726950631999e+00,2.615552263357048823e-01,5.529377732119507630e-03
-3.306746820022539168e+00,-2.706412254154864527e+00,-1.147600366015300910e+00,6.486294817119524214e-02
-2.814076399787978744e+00,-3.504723137344413431e+00,5.224786349073188063e+00,4.376897963141032077e-01
-2.327333126245605399e+00,2.365978759983600632e+00,-4.840767565034996278e-01,2.338377423126465626e-02
-2.398218217329514346e+00,4.768346196282823968e+00,7.220202786052787314e-01,2.143423171780938982e-02
-2.084975307963162550e+00,-1.872046730248940083e+00,-1.384472102888290479e+00,6.290853253864188421e-02
-4.817245358196089455e-01,-7.967883972155136441e+00,-5.562500000000000000e+00,4.322698392100000397e+00
-3.890132167866511281e-01,1.801681033758985251e+00,-8.891024091620198799e-01,1.337294357689583491e-01
-1.613896919957369391e-01,2.033623839794644894e+00,-4.546641451727492234e-01,9.562034666179151932e-02
2.127152872321858013e-01,2.889404103402177348e+00,-8.584564332649515794e-01,2.053731511998062864e-01
6.755100903319544159e-02,3.966720258446881253e+00,1.200565623985023089e+00,2.885785989561887033e-01
1.180400248530418139e+00,-1.252175275160634538e+00,-1.592836520407067413e-01,1.760241628800855163e-01
1.123232809375394936e+00,1.832264759080293359e+01,3.350133658200728171e+00,4.324557384465843035e-01
1.759360976668517651e+00,6.642673307312711717e-02,-1.374741338210900832e+00,5.204708810038140981e-02
1.791213142655806223e+00,3.344999761631578528e-01,-8.946419130221014981e-01,7.386662675584400317e-02
2.400843453758852775e+00,-1.156632251687406354e+00,1.425132760396475018e-01,8.294318083404189634e-02
2.220362354029703056e+00,7.696361267520227756e+00,-1.374257044073181055e-01,1.066567373854892253e-01
3.844439574845182506e+00,-1.304687050791123681e+01,-5.392217387093262815e+00,1.408349280699728645e+00
3.718524618992660180e+00,-2.793369771392324008e+00,-2.455493887091056426e-02,1.614179395392735528e-01
3.596114806166951894e+00,8.853508040677773749e+00,-1.295525277672724962e-01,1.294290304348894027e-01
4.224135440046779877e+00,-1.772699509087478087e-01,-9.625000000000000222e-01,4.541075156250000133e-01
4.268845325246729772e+00,4.962142970566265632e-01,-3.125000000000000000e-01,6.126787766440000560e-01
4.657268301346675798e+00,1.576801450808491722e+01,-1.053246825113629104e+00,5.044072609095418686e-02
5.021147593399973630e+00,2.952943498804190714e+00,-2.913578152457934500e+00,1.156147854839801870e+00
5.043247467815888285e+00,4.365017554718213511e+00,-8.750000000000001110e-01,1.382152922500000214e+00
4.869878808792122982e+00,7.954049702699758306e+00,-6.039494022757698755e-01,4.063835937616597227e-02
4.945966827715835734e+00,8.787194674630081082e+00,-7.620107249738309330e-01,5.420547430152878460e-02
5.518642491150785645e+00,1.428475306340192397e+01,-1.414706014404422785e+00,2.140609824253476123e+00
5.923997451281877602e+00,3.687910950712281810e+00,-1.513696699953881897e+00,2.159937838931734466e-01
7.018686396174018682e+00,1.198498246287931579e+01,2.818994199777815624e-01,1.561437612351352477e+00
7.779931658791156224e+00,6.186978246713861651e+00,-5.571680839219933512e-01,3.151803619559861991e-01
7.571724645673043597e+00,1.232300160906119757e+01,1.512548066715139194e-01,9.780275132809679306e-01
1.020005024494594181e+01,-1.144226399654621851e+01,1.504988149924893492e-01,4.217425694745083886e-01
1.623752464125971073e+01,-4.523015609256330727e+00,5.712500000000000355e+00,7.089811528899999438e+00
