1	13.2	38.15
2	-4.3	43.23
3	-9.44	52.23
4	3.6	43.7
5	-3.66	43.43
6	35.64	32.93
7	2.3	51.38
8	0.5	45.5
9	5.16	50.13
10	5.16	50.13
11	7	49
12	4.26	44.23
13	35.1	32.15
14	13	67.54
15	10	45
16	-2.1	54.1
17	-4.98	58.15
18	21.73	44.7
19	-5.35	36.15
20	35.02	31.75
21	31.93	41.42
22	13.88	45.61
23	22.25	46.32
24	14.22	45.77
25	21	45
26	14.15	64.88
27	-4.67	36.5
28	14.67	66.05
29	-3.65	43.03
30	9.68	36.03
31	11.65	45.96
32	10.22	44
33	10	47
34	11.67	47.09
35	15.55	47.08
36	7.44	50.8
37	15	67
